,Count,Postings in Cluster,Ratio
0,129,398,0.3241206030150754
1,239,220,1.0863636363636364
2,215,446,0.4820627802690583
3,151,438,0.3447488584474886
4,116,231,0.5021645021645021
5,491,399,1.2305764411027569
6,156,289,0.5397923875432526
7,315,424,0.7429245283018868
8,254,449,0.5657015590200446
9,483,518,0.9324324324324325
