,Count,Postings in Cluster,Ratio
0,211,914,0.23085339168490154
1,518,601,0.8618968386023295
2,364,117,3.111111111111111
3,230,223,1.031390134529148
4,138,364,0.3791208791208791
5,292,356,0.8202247191011236
6,343,608,0.5641447368421053
7,120,289,0.41522491349480967
8,84,186,0.45161290322580644
9,64,154,0.4155844155844156
