,Count,Postings in Cluster,Ratio
0,488,1614,0.3023543990086741
1,376,494,0.7611336032388664
2,183,275,0.6654545454545454
3,291,581,0.5008605851979346
4,116,226,0.5132743362831859
5,98,49,2.0
6,376,280,1.3428571428571427
7,300,95,3.1578947368421053
8,273,142,1.9225352112676057
9,136,56,2.4285714285714284
